topic,subtopic,keywords,exam_boards,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty
Measurements and Uncertainties,SI Units and Prefixes,conversion;kilometres;metres,Eduqas;AQA;OCR;Edexcel,Convert 5.0 km to metres.,50 m,500 m,5000 m,0.5 m,C,"1 km = 1000 m, so 5.0 km = 5000 m.",easy
Measurements and Uncertainties,SI Units and Prefixes,SI units;energy;joule,Eduqas;AQA;OCR;Edexcel,What is the SI unit of energy?,Newton,Pascal,Joule,Watt,C,The SI unit of energy is the Joule (J).,easy
Measurements and Uncertainties,SI Units and Prefixes,prefix;nano;small units,Eduqas;AQA;OCR;Edexcel,Which of these prefixes means 10⁻⁹?,micro,nano,pico,centi,B,Nano (n) corresponds to 10⁻⁹.,medium
Measurements and Uncertainties,SI Units and Prefixes,derived unit;pascal;pressure,Eduqas;AQA;OCR;Edexcel,The unit 'Pascal' is equivalent to which of the following?,kg m⁻¹ s⁻²,kg m s⁻¹,kg m⁻¹ s⁻¹,kg m⁻¹ s⁻²,D,1 Pa = 1 N/m² = 1 kg m⁻¹ s⁻².,hard
Measurements and Uncertainties,SI Units and Prefixes,prefix;tera;large numbers,Eduqas;AQA;OCR;Edexcel,Which prefix corresponds to 10¹²?,giga,tera,mega,pico,B,Tera (T) corresponds to 10¹².,medium
Measurements and Uncertainties,SI Units and Prefixes,SI units;temperature;kelvin,Eduqas;AQA;OCR;Edexcel,What is the SI base unit of temperature?,Celsius,Fahrenheit,Kelvin,Degree,C,The SI base unit for temperature is the Kelvin (K).,easy
Medical Physics,Radiation Doses and Safety,radiation dose;unit;gray,Eduqas;AQA;OCR;Edexcel,What is the unit of absorbed radiation dose?,Becquerel,Sievert,Gray,Coulomb,C,"Absorbed dose is measured in grays (Gy), where 1 Gy = 1 J/kg.",easy
Medical Physics,Radiation Doses and Safety,sievert;biological effect;dose equivalent,Eduqas;AQA;OCR;Edexcel,What does the unit sievert (Sv) represent?,Energy absorbed per kg,Number of radioactive decays per second,Biological effect of radiation dose,Ionisation per cm³ of air,C,The sievert accounts for both the energy absorbed and the biological impact of the radiation.,medium
Medical Physics,Radiation Doses and Safety,alpha;internal;hazard;ionisation,Eduqas;AQA;OCR;Edexcel,Which type of radiation poses the greatest risk if ingested or inhaled?,Alpha,Beta,Gamma,X-rays,A,"Alpha particles cause dense ionisation in a small area, making them highly damaging internally.",medium
Medical Physics,Radiation Doses and Safety,ALARA;principle;radiation safety,Eduqas;AQA;OCR;Edexcel,Which statement best describes the ALARA principle?,Radiation should always be avoided,Dose should be as low as reasonably achievable,Radiation must be eliminated completely,Patients should avoid all imaging procedures,B,ALARA means keeping radiation exposure to the minimum necessary for medical benefit.,easy
Medical Physics,Radiation Doses and Safety,dose;factors;temperature,Eduqas;AQA;OCR;Edexcel,Which factor does NOT influence radiation dose received by a patient?,Exposure time,Distance from source,Type of radiation,Ambient temperature,D,"Temperature does not affect radiation dose; time, distance, and radiation type do.",easy
Medical Physics,Radiation Doses and Safety,dose limit;occupational exposure,Eduqas;AQA;OCR;Edexcel,What is the annual dose limit for radiation workers in the UK?,1 mSv,5 mSv,10 mSv,20 mSv,D,The occupational exposure limit for radiation workers is 20 mSv/year.,medium
Medical Physics,Radiation Doses and Safety,x-ray;protection;lead apron,Eduqas;AQA;OCR;Edexcel,Why are lead aprons used during X-ray imaging?,To improve image contrast,To cool the body,To absorb scattered X-rays and protect tissues,To attract gamma rays,C,"Lead is dense and absorbs X-rays, reducing radiation exposure to non-target areas.",easy
Medical Physics,Radiation Doses and Safety,radiation;risk;children,Eduqas;AQA;OCR;Edexcel,Which group is most vulnerable to radiation exposure?,Adults,Children,Medical staff,Healthy athletes,B,Children are more sensitive to radiation due to their developing tissues and longer lifespan for effects to manifest.,medium
Medical Physics,Radiation Doses and Safety,effective dose;equivalent;tissue weighting,Eduqas;AQA;OCR;Edexcel,"Which quantity combines radiation dose, type, and tissue sensitivity?",Activity,Dose equivalent,Absorbed dose,Effective dose,D,"Effective dose considers absorbed dose, radiation weighting, and tissue weighting factors.",hard
Medical Physics,Radiation Doses and Safety,dosimeter;monitoring;radiation exposure,Eduqas;AQA;OCR;Edexcel,What is the purpose of a personal dosimeter?,To measure body temperature,To monitor radiation exposure of a worker,To detect bacterial infections,To measure heart rate during scans,B,A dosimeter tracks cumulative radiation dose for safety monitoring.,easy
Medical Physics,CT Scans and Gamma Cameras,ct scan;computed tomography;definition,Eduqas;AQA;OCR;Edexcel,What does CT stand for in medical imaging?,Computed Transmission,Convergent Tomography,Computed Tomography,Central Transmission,C,"CT stands for Computed Tomography, which uses X-rays to create detailed cross-sectional images.",easy
Medical Physics,CT Scans and Gamma Cameras,ct scan;3d image;x-ray;rotation,Eduqas;AQA;OCR;Edexcel,How does a CT scanner generate a 3D image?,By using a rotating magnet,By combining multiple X-ray images from different angles,By scanning with gamma rays,By echoing sound waves,B,CT combines X-ray images taken from multiple angles to create a detailed 3D representation of the body.,medium
Medical Physics,CT Scans and Gamma Cameras,ct scan;advantage;x-ray comparison,Eduqas;AQA;OCR;Edexcel,What is the main advantage of a CT scan over a standard X-ray?,It uses lower radiation doses,It is faster,It provides 3D and cross-sectional images,It uses ultrasound instead of radiation,C,"CT scans give more detailed information, including cross-sectional views, not just a flat 2D image.",medium
Medical Physics,CT Scans and Gamma Cameras,gamma camera;gamma rays;radiopharmaceutical,Eduqas;AQA;OCR;Edexcel,What type of radiation is used in a gamma camera?,X-rays,Alpha particles,Gamma rays,Infrared light,C,Gamma cameras detect gamma rays emitted from radiopharmaceuticals in the patient’s body.,easy
Medical Physics,CT Scans and Gamma Cameras,radiopharmaceutical;gamma camera;radioactive tracer,Eduqas;AQA;OCR;Edexcel,What is a radiopharmaceutical?,A contrast dye,A radioactive drug that emits gamma radiation,A sterilising chemical,A fluorescent tracer,B,Radiopharmaceuticals are compounds tagged with radioactive isotopes used in nuclear imaging.,medium
Medical Physics,CT Scans and Gamma Cameras,gamma camera;detection;collimator;scintillator,Eduqas;AQA;OCR;Edexcel,How does a gamma camera determine the location of a radioactive source in the body?,By rotating around the patient,By focusing light through lenses,Using a collimator and scintillation detector,Using ultrasound probes,C,Gamma cameras use a collimator to direct radiation and a scintillation crystal to detect it.,medium
Medical Physics,CT Scans and Gamma Cameras,gamma camera;scintillation crystal;light emission,Eduqas;AQA;OCR;Edexcel,Which component of the gamma camera emits light in response to gamma rays?,Collimator,Photomultiplier tube,Scintillation crystal,Display monitor,C,"The scintillation crystal converts gamma radiation into visible light, which is then detected by PMTs.",medium
Medical Physics,CT Scans and Gamma Cameras,gamma camera;photomultiplier;light detection,Eduqas;AQA;OCR;Edexcel,What happens to the visible light from a scintillation crystal in a gamma camera?,It is absorbed by bone,It is detected by a photomultiplier tube,It is converted back to gamma rays,It is ignored,B,The photomultiplier tube amplifies the light signal so that it can be measured electronically.,easy
Medical Physics,CT Scans and Gamma Cameras,gamma camera;tracer;emission;gamma rays,Eduqas;AQA;OCR;Edexcel,Why is the patient given a radioactive tracer before a gamma camera scan?,To cool the tissue,To highlight blood vessels using sound waves,To produce gamma rays for imaging,To stimulate muscle contractions,C,The tracer emits gamma rays that the camera detects to form an image.,easy
Medical Physics,CT Scans and Gamma Cameras,radiation;safety;ct;gamma camera,Eduqas;AQA;OCR;Edexcel,What safety consideration applies to gamma camera and CT scans?,Radiation dose must be minimized and justified,Patients must fast for 48 hours,Magnetic field exposure must be limited,Exposure to microwaves is dangerous,A,"Ionising radiation is used, so the ALARA principle (As Low As Reasonably Achievable) is followed.",medium
Medical Physics,Ultrasound and Piezoelectricity,ultrasound;frequency;medical imaging,Eduqas;AQA;OCR;Edexcel,What frequency range is typically used in medical ultrasound imaging?,Below 20 Hz,20 Hz – 20 kHz,Above 20 kHz,Above 1 GHz,C,"Ultrasound refers to sound waves with frequencies above 20 kHz, beyond human hearing.",easy
Medical Physics,Ultrasound and Piezoelectricity,ultrasound;reflection;impedance,Eduqas;AQA;OCR;Edexcel,What property of a tissue boundary causes reflection of ultrasound waves?,Temperature difference,Impedance difference,Speed of sound,Wavelength,B,Ultrasound reflects at boundaries with different acoustic impedances.,medium
Medical Physics,Ultrasound and Piezoelectricity,acoustic impedance;definition;ultrasound,Eduqas;AQA;OCR;Edexcel,What is acoustic impedance defined as?,Pressure × velocity,Density / pressure,Speed of sound × density,Wavelength × frequency,C,"Acoustic impedance Z = ρc, where ρ is density and c is speed of sound in the medium.",medium
Medical Physics,Ultrasound and Piezoelectricity,ultrasound;air-skin;reflection,Eduqas;AQA;OCR;Edexcel,What happens to most of the ultrasound at an air-skin boundary?,It is transmitted,It reflects back,It is absorbed,It increases in frequency,B,"Due to large impedance mismatch, most ultrasound reflects at an air-skin boundary.",medium
Medical Physics,Ultrasound and Piezoelectricity,ultrasound;gel;contact;air gap,Eduqas;AQA;OCR;Edexcel,What is the role of the gel used in ultrasound scanning?,To cool the skin,To conduct electricity,To reduce impedance mismatch and eliminate air gaps,To sterilise the probe,C,"The gel eliminates air between the probe and skin, improving transmission.",easy
Medical Physics,Ultrasound and Piezoelectricity,piezoelectric;crystal;voltage;pressure,Eduqas;AQA;OCR;Edexcel,What is the piezoelectric effect?,Emission of light from a crystal,Vibration of a crystal due to electric current,Production of electric charge when a crystal is compressed,Ionisation of gas under high pressure,C,The piezoelectric effect involves generating voltage when certain crystals are stressed.,medium
Medical Physics,Ultrasound and Piezoelectricity,piezoelectric;material;ultrasound,Eduqas;AQA;OCR;Edexcel,Which material is commonly used in piezoelectric ultrasound transducers?,Quartz,Graphite,Plastic,Copper,A,Quartz and similar piezoelectric materials are used to produce and detect ultrasound.,easy
Medical Physics,Ultrasound and Piezoelectricity,ultrasound;distance;time of flight,Eduqas;AQA;OCR;Edexcel,How is the distance to a tissue boundary calculated in ultrasound imaging?,Distance = speed × time,Distance = (speed × time) / 2,Distance = time / speed,Distance = speed² × time,B,"The wave travels to the boundary and back, so distance = (c × t)/2.",medium
Medical Physics,Ultrasound and Piezoelectricity,ultrasound;frequency;resolution,Eduqas;AQA;OCR;Edexcel,Why is high frequency ultrasound used for imaging?,It has greater penetration,It reflects better at bone interfaces,It provides better resolution,It travels faster through tissue,C,"Higher frequency waves have shorter wavelengths, improving resolution.",medium
Medical Physics,Ultrasound and Piezoelectricity,ultrasound;bone;absorption;imaging,Eduqas;AQA;OCR;Edexcel,Which of the following would give poor ultrasound images due to high absorption?,Muscle,Liver,Bone,Blood,C,"Bone strongly absorbs and reflects ultrasound, limiting image clarity behind it.",hard
Medical Physics,X-rays and Attenuation,x-rays;attenuation;intensity;μ;exponential decay,Eduqas;AQA;OCR;Edexcel,Which equation describes how the intensity of an X-ray beam decreases as it passes through a material of thickness x?,I = I₀ + μx,I = I₀ / μx,I = I₀e^(−μx),I = I₀μx,C,"This is the exponential attenuation law: I = I₀e^(−μx), where μ is the linear attenuation coefficient and x is the material thickness.",medium
Medical Physics,X-rays and Attenuation,x-rays;linear attenuation coefficient;materials,Eduqas;AQA;OCR;Edexcel,What does a high linear attenuation coefficient (μ) indicate about a material’s interaction with X-rays?,The material is transparent to X-rays,X-rays pass through the material unaffected,The material strongly absorbs or scatters X-rays,The X-ray frequency is too low to interact with the material,C,"A high μ means X-rays are significantly absorbed or scattered, reducing transmitted intensity.",easy
Medical Physics,X-rays and Attenuation,x-rays;intensity;contrast;soft tissue;bone,Eduqas;AQA;OCR;Edexcel,Why do bones appear lighter than soft tissue on an X-ray image?,Bones emit their own X-rays,Bones have a higher linear attenuation coefficient than soft tissue,Soft tissue reflects more X-rays than bone,Bones have lower density and allow more transmission,B,"Bones absorb more X-rays due to higher density and atomic number, resulting in less transmission and a lighter appearance on the image.",easy
Medical Physics,X-rays and Attenuation,x-rays;dose;ALARP;radiation protection,Eduqas;AQA;OCR;Edexcel,What does the principle of ALARP stand for in the context of X-ray imaging?,As Low As Reasonably Possible,All Levels Are Regulated and Permitted,Attenuation Limits Are Radiologically Predictable,Advanced Linear Attenuation Reduction Protocol,A,"ALARP = As Low As Reasonably Possible, referring to minimizing radiation dose to patients and staff without compromising diagnostic quality.",medium
Medical Physics,X-rays and Attenuation,x-rays;filtration;beam quality;low-energy photons,Eduqas;AQA;OCR;Edexcel,Why are low-energy X-ray photons removed from the beam using filtration?,They improve image contrast,They are scattered too easily to be useful,They increase patient dose without improving image quality,They cannot pass through air,C,"Low-energy photons are absorbed in superficial tissues, increasing dose without contributing to image formation.",medium
Medical Physics,X-rays and Attenuation,x-rays;image contrast;voltage;tube potential,Eduqas;AQA;OCR;Edexcel,How does increasing the X-ray tube voltage (kVp) affect image contrast?,Increases contrast by reducing beam penetration,Decreases contrast as more photons pass through all tissues,Eliminates soft tissue imaging,Has no effect on contrast,B,"Higher kVp results in greater beam penetration and less differential absorption, reducing contrast.",hard
Medical Physics,X-rays and Attenuation,x-rays;grid;scatter;radiographic quality,Eduqas;AQA;OCR;Edexcel,What is the purpose of a grid in X-ray imaging?,To increase scatter radiation reaching the detector,To focus the X-ray beam on a specific area,To reduce scattered radiation and improve image contrast,To increase the intensity of the X-ray beam,C,"Grids absorb scattered photons, enhancing contrast by allowing only primary X-rays to reach the detector.",medium
Medical Physics,X-rays and Attenuation,x-rays;half-value thickness;μ;logarithmic,Eduqas;AQA;OCR;Edexcel,What is meant by the ‘half-value thickness’ in X-ray attenuation?,Thickness that doubles the X-ray intensity,Thickness that reduces the X-ray intensity to half its original value,Material thickness required for total absorption,Thickness that scatters half the X-rays,B,Half-value thickness is the thickness of material that reduces the X-ray intensity to 50%.,hard
Medical Physics,X-rays and Attenuation,x-rays;dose;inverse square law;distance,Eduqas;AQA;OCR;Edexcel,"According to the inverse square law, how does X-ray intensity change with distance from the source?",It remains constant,It increases with distance,It decreases proportionally to distance,It decreases proportionally to the square of the distance,D,"X-ray intensity follows the inverse square law: I ∝ 1/d², where d is the distance from the source.",easy
Medical Physics,X-rays and Attenuation,x-rays;μ;differential attenuation;diagnostics,Eduqas;AQA;OCR;Edexcel,Which combination of factors increases differential attenuation in X-ray imaging?,Similar tissue densities and atomic numbers,Higher kVp and uniform μ values,High contrast between tissue types in μ and thickness,Low X-ray intensity and long exposure time,C,"Large differences in μ and thickness lead to stronger differential attenuation, producing higher image contrast.",hardcore
Medical Physics,PET and MRI Scans,PET scan;positron emission;medical imaging,Eduqas;AQA;OCR;Edexcel,What does PET stand for in medical imaging?,Photon Emission Tomography,Positron Emission Tomography,Particle Energy Tomography,Pulse Echo Tomography,B,PET stands for Positron Emission Tomography — it uses positron-emitting tracers.,easy
Medical Physics,PET and MRI Scans,PET;gamma;annihilation;cancer,Eduqas;AQA;OCR;Edexcel,How does a PET scanner detect cancerous tissue?,By detecting X-rays from a tracer,By detecting gamma rays from positron annihilation,By detecting sound waves,By using magnetism to image tissue,B,PET scanners detect pairs of gamma photons produced when positrons annihilate with electrons.,medium
Medical Physics,PET and MRI Scans,PET;functional imaging;metabolism,Eduqas;AQA;OCR;Edexcel,What is a key advantage of PET scans?,No radiation exposure,High-resolution bone imaging,Functional imaging of metabolic activity,Real-time imaging of movement,C,PET provides functional imaging of tissues by tracking metabolic processes.,medium
Medical Physics,PET and MRI Scans,PET;tracer;fluorine-18,Eduqas;AQA;OCR;Edexcel,What isotope is commonly used in PET tracers?,Carbon-14,Technetium-99m,Fluorine-18,Iodine-131,C,"Fluorine-18 is a common PET isotope, typically bound in fluorodeoxyglucose (FDG).",medium
Medical Physics,PET and MRI Scans,MRI;magnetic resonance;definition,Eduqas;AQA;OCR;Edexcel,What does MRI stand for?,Magnetic Resonance Imaging,Molecular Radiographic Imaging,Magneto-Radio Imaging,Mass Reflective Imaging,A,MRI stands for Magnetic Resonance Imaging — it uses magnetic fields and radio waves to image soft tissues.,easy
Medical Physics,PET and MRI Scans,MRI;hydrogen;nuclear spin;magnetism,Eduqas;AQA;OCR;Edexcel,What property of hydrogen nuclei is exploited in MRI?,Electrical conductivity,Nuclear spin and magnetic moment,Radioactivity,Ionisation energy,B,MRI uses the alignment and resonance of hydrogen nuclei (protons) due to their magnetic moments.,medium
Medical Physics,PET and MRI Scans,MRI;soft tissue;water content,Eduqas;AQA;OCR;Edexcel,Why is MRI particularly good for imaging soft tissues?,It uses X-rays that penetrate deep,Soft tissues contain hydrogen-rich water,It detects hard materials like bone,It emits gamma radiation,B,"MRI is sensitive to water content, and soft tissues have high water content.",medium
Medical Physics,PET and MRI Scans,MRI;radio waves;resonance,Eduqas;AQA;OCR;Edexcel,Which type of wave is used in MRI to disturb the alignment of protons?,Ultrasound,Infrared,Radio,Gamma,C,Radio waves cause hydrogen protons to absorb energy and change alignment in MRI.,easy
Medical Physics,PET and MRI Scans,MRI;safety;non-ionising,Eduqas;AQA;OCR;Edexcel,Which of these is a key safety benefit of MRI compared to CT?,It uses ionising radiation,It is cheaper to operate,It uses non-ionising radiofrequency waves,It requires no supervision,C,"MRI does not use ionising radiation, making it safer for repeat imaging.",medium
Medical Physics,PET and MRI Scans,MRI;magnet;metal;safety,Eduqas;AQA;OCR;Edexcel,Why must patients remove metal objects before an MRI scan?,To avoid absorbing radio waves,To reduce interference with gamma radiation,To prevent movement or injury in the strong magnetic field,To prevent electric shock,C,"The strong magnetic field can attract or move metal objects, posing safety risks.",easy
Quantum Physics,Photoelectric Effect,photoelectric effect;electron emission;light,Eduqas;AQA;OCR;Edexcel,What is the photoelectric effect?,Emission of photons from electrons,Emission of electrons when light strikes a metal surface,Reflection of electrons from a surface,Scattering of light by electrons,B,The photoelectric effect is the emission of electrons from a metal surface when illuminated by light of sufficient frequency.,easy
Quantum Physics,Photoelectric Effect,photoelectric;frequency;ultraviolet,Eduqas;AQA;OCR;Edexcel,Which type of radiation can cause the photoelectric effect in a metal?,Infrared,Microwave,Visible light,Ultraviolet,D,"Only radiation with photons above a certain threshold energy, like UV, can cause the photoelectric effect.",medium
Quantum Physics,Photoelectric Effect,threshold frequency;photoelectric;minimum energy,Eduqas;AQA;OCR;Edexcel,What is the threshold frequency in the photoelectric effect?,The frequency at which all electrons are ejected,The maximum frequency of emitted photons,The minimum frequency needed to emit electrons,The average frequency of the incident light,C,The threshold frequency is the minimum frequency of light needed to eject electrons from a material.,easy
Quantum Physics,Photoelectric Effect,intensity;photoelectric;electron emission,Eduqas;AQA;OCR;Edexcel,Increasing the intensity of incident light increases the number of emitted electrons if:,The light is coherent,The frequency is above the threshold,The metal is heated,The work function is zero,B,Only light above the threshold frequency can cause emission; increased intensity then increases the rate of emission.,medium
Quantum Physics,Photoelectric Effect,frequency;kinetic energy;electrons,Eduqas;AQA;OCR;Edexcel,"In the photoelectric effect, what happens to emitted electrons when light frequency increases?",Their number increases,Their energy increases,They are reflected,They stop being emitted,B,"Higher frequency photons have more energy, so the emitted electrons gain more kinetic energy.",medium
Quantum Physics,Photoelectric Effect,particle nature;photoelectric;photon,Eduqas;AQA;OCR;Edexcel,Which experimental observation supports the particle nature of light?,Diffraction patterns,Photoelectric effect occurs without delay,Reflection and refraction,Interference fringes,B,The immediate emission of electrons suggests that light transfers energy in discrete packets (photons).,medium
Quantum Physics,Photoelectric Effect,einstein;photoelectric;quantum theory,Eduqas;AQA;OCR;Edexcel,Who explained the photoelectric effect using quantum theory?,Bohr,Planck,Einstein,Newton,C,Einstein proposed that light is quantized and photons transfer energy to electrons to cause emission.,easy
Quantum Physics,Photoelectric Effect,photoelectric;no emission;low frequency,Eduqas;AQA;OCR;Edexcel,"If no electrons are emitted from a metal surface, what can you infer?",The metal has zero resistance,The incident light has too low a frequency,The light intensity is very high,The electrons are too massive,B,Electrons are only emitted if the incident light’s frequency is above the threshold frequency.,medium
Quantum Physics,Photoelectric Effect,photoelectric;intensity;threshold frequency,Eduqas;AQA;OCR;Edexcel,Why doesn't increasing light intensity below the threshold frequency emit electrons?,Photons are absorbed too slowly,More photons do not increase their energy,Electrons reflect the energy,The metal becomes a superconductor,B,"Photons below the threshold frequency do not have enough energy to overcome the work function, regardless of intensity.",medium
Quantum Physics,Photoelectric Effect,work function;minimum energy;photoelectric,Eduqas;AQA;OCR;Edexcel,What is the work function of a material?,The total energy of emitted electrons,The energy needed to stop electrons,The minimum energy required to free an electron,The energy lost to heat in the metal,C,The work function is the minimum energy required to remove an electron from the surface of a material.,easy
Quantum Physics,Einstein’s Photoelectric Equation,Einstein;photoelectric;equation;hf,Eduqas;AQA;OCR;Edexcel,What is Einstein’s Photoelectric Equation?,E = hf + φ,E = mc²,hf = φ + KE_max,hf = KE_max – φ,C,"Einstein's equation is hf = φ + KE_max, relating photon energy to work function and kinetic energy.",easy
Quantum Physics,Einstein’s Photoelectric Equation,work function;photoelectric;Einstein,Eduqas;AQA;OCR;Edexcel,"In the equation hf = φ + KE_max, what does φ represent?",Kinetic energy of the electron,Rest mass energy,Work function,Planck’s constant,C,"φ is the work function, the minimum energy required to liberate an electron from the surface.",easy
Quantum Physics,Einstein’s Photoelectric Equation,planck constant;photoelectric;hf,Eduqas;AQA;OCR;Edexcel,Which physical constant is represented by h in Einstein’s Photoelectric Equation?,Planck’s constant,Boltzmann’s constant,Gravitational constant,Coulomb’s constant,A,"h is Planck’s constant, with a value of approximately 6.63 × 10⁻³⁴ Js.",easy
Quantum Physics,Einstein’s Photoelectric Equation,photoelectric;energy;calculation,Eduqas;AQA;OCR;Edexcel,"A photon has energy of 4.0 eV, and the work function is 2.5 eV. What is the maximum kinetic energy of emitted electrons?",1.5 eV,6.5 eV,4.0 eV,2.5 eV,A,KE_max = hf – φ = 4.0 – 2.5 = 1.5 eV.,medium
Quantum Physics,Einstein’s Photoelectric Equation,frequency;photon energy;photoelectric,Eduqas;AQA;OCR;Edexcel,"If frequency of incident light is doubled, how is the photon energy affected?",It remains the same,It doubles,It quadruples,It halves,B,"Photon energy E = hf, so doubling frequency doubles energy.",medium
Quantum Physics,Einstein’s Photoelectric Equation,hf;energy;calculation,Eduqas;AQA;OCR;Edexcel,What is the photon energy of light with frequency 6.0 × 10¹⁴ Hz? (Use h = 6.63 × 10⁻³⁴ J·s),3.98 × 10⁻¹⁹ J,3.98 × 10⁻²⁰ J,3.98 × 10⁻¹⁸ J,9.95 × 10⁻³³ J,A,E = hf = 6.63×10⁻³⁴ × 6.0×10¹⁴ = 3.98 × 10⁻¹⁹ J.,hard
Quantum Physics,Einstein’s Photoelectric Equation,kinetic energy;work function;relationship,Eduqas;AQA;OCR;Edexcel,What happens to the maximum kinetic energy of electrons if the work function increases?,It increases,It stays the same,It decreases,It becomes zero,C,"KE_max = hf – φ, so a larger φ reduces KE_max.",medium
Quantum Physics,Einstein’s Photoelectric Equation,zero kinetic energy;threshold;work function,Eduqas;AQA;OCR;Edexcel,An electron is ejected with zero kinetic energy. What does this imply?,Photon energy is too high,Photon energy is less than work function,Photon energy equals the work function,The surface is too cold,C,"If KE = 0, then hf = φ — photon energy just matches the work function.",medium
Quantum Physics,Einstein’s Photoelectric Equation,threshold frequency;photoelectric;KE=0,Eduqas;AQA;OCR;Edexcel,"If light of frequency f is just enough to cause emission, what is the value of KE_max?",hf,Zero,φ,hf – φ,B,"At threshold frequency, hf = φ, so KE_max = 0.",easy
Quantum Physics,Einstein’s Photoelectric Equation,stopping potential;KE_max;photoelectric,Eduqas;AQA;OCR;Edexcel,The stopping potential in a photoelectric experiment is used to measure:,Photon energy,Work function,Maximum kinetic energy of electrons,Threshold frequency,C,"Stopping potential is the voltage needed to stop the most energetic electrons, giving KE_max.",medium
Quantum Physics,Wave-Particle Duality and de Broglie,wave-particle duality;quantum;electrons,Eduqas;AQA;OCR;Edexcel,What does wave-particle duality mean?,Light behaves only as a wave,Electrons behave only as particles,Particles can exhibit both wave and particle properties,Waves are made of particles,C,Wave-particle duality means that particles like electrons exhibit both wave-like and particle-like behavior.,easy
Quantum Physics,Wave-Particle Duality and de Broglie,electron diffraction;wave nature;experiment,Eduqas;AQA;OCR;Edexcel,Which experiment demonstrated the wave nature of electrons?,Photoelectric effect,Compton scattering,Electron diffraction,Alpha scattering,C,Electron diffraction through thin films shows that electrons behave like waves.,medium
Quantum Physics,Wave-Particle Duality and de Broglie,de Broglie;wavelength;momentum,Eduqas;AQA;OCR;Edexcel,What is the de Broglie wavelength formula?,λ = hf,λ = h/p,λ = h·f,λ = p/h,B,"The de Broglie wavelength λ = h / p, where p is momentum and h is Planck’s constant.",medium
Quantum Physics,Wave-Particle Duality and de Broglie,de Broglie;wavelength;momentum,Eduqas;AQA;OCR;Edexcel,What happens to the de Broglie wavelength of a particle if its momentum increases?,Wavelength increases,Wavelength stays the same,Wavelength decreases,Wavelength becomes infinite,C,"Since λ = h / p, increasing momentum p decreases the wavelength.",medium
Quantum Physics,Wave-Particle Duality and de Broglie,units;wavelength;de Broglie,Eduqas;AQA;OCR;Edexcel,What unit is used for the de Broglie wavelength?,Hertz,Joule,Metre,Electronvolt,C,Wavelength is measured in metres (m).,easy
Quantum Physics,Wave-Particle Duality and de Broglie,calculation;de Broglie;momentum,Eduqas;AQA;OCR;Edexcel,An electron moves with momentum of 3.3 × 10⁻²⁴ kg·m/s. What is its de Broglie wavelength? (h = 6.63 × 10⁻³⁴ J·s),2.01 × 10⁻¹⁰ m,2.01 × 10⁻⁹ m,5.0 × 10⁻⁷ m,1.1 × 10⁻¹¹ m,A,λ = h/p = 6.63×10⁻³⁴ / 3.3×10⁻²⁴ = 2.01×10⁻¹⁰ m.,hard
Quantum Physics,Wave-Particle Duality and de Broglie,wave-particle;uncertainty;quantum,Eduqas;AQA;OCR;Edexcel,Wave-particle duality is a concept supported by which principle?,Uncertainty principle,Conservation of energy,Coulomb's law,Newton's second law,A,Wave-particle duality and Heisenberg’s uncertainty principle both describe fundamental quantum behaviors.,medium
Quantum Physics,Wave-Particle Duality and de Broglie,photoelectric;light;particles,Eduqas;AQA;OCR;Edexcel,Which of these best demonstrates the particle nature of light?,Interference,Diffraction,Photoelectric effect,Reflection,C,The photoelectric effect shows light acting as particles (photons) transferring energy to electrons.,easy
Quantum Physics,Wave-Particle Duality and de Broglie,interference;electrons;waves,Eduqas;AQA;OCR;Edexcel,Which property of electrons allows them to form interference patterns?,Charge,Mass,Spin,Wave nature,D,The wave nature of electrons allows them to interfere and form patterns like light waves.,medium
Quantum Physics,Wave-Particle Duality and de Broglie,diffraction;electron;conditions,Eduqas;AQA;OCR;Edexcel,What is the key condition for observing electron diffraction?,Electrons must be moving very slowly,The electrons must be charged,The electrons must pass through a crystal or thin film,High voltage must be used,C,Electron diffraction patterns are observed when electrons pass through a crystalline structure or thin film.,medium
Quantum Physics,Energy Levels and Spectral Lines,energy levels;electron;discrete,Eduqas;AQA;OCR;Edexcel,What are energy levels in an atom?,Regions where protons are found,Discrete energies that electrons can occupy,Continuous ranges of energy,Where neutrons reside,B,"Energy levels are specific, discrete energy values that electrons can occupy in an atom.",easy
Quantum Physics,Energy Levels and Spectral Lines,electron transition;photon;emission,Eduqas;AQA;OCR;Edexcel,What happens when an electron falls from a higher to a lower energy level?,A proton is emitted,A photon is absorbed,A photon is emitted,Energy is destroyed,C,"When an electron drops to a lower level, it emits a photon with energy equal to the difference between levels.",easy
Quantum Physics,Energy Levels and Spectral Lines,spectral line;energy difference;frequency,Eduqas;AQA;OCR;Edexcel,What determines the frequency of light emitted in a spectral line?,The size of the atom,The atomic mass,The energy difference between levels,The number of protons,C,"The frequency is determined by E = hf, where E is the difference between energy levels.",medium
Quantum Physics,Energy Levels and Spectral Lines,hydrogen;energy level;transition,Eduqas;AQA;OCR;Edexcel,"In a hydrogen atom, which transition emits the most energetic photon?",n=3 to n=2,n=2 to n=1,n=4 to n=3,n=5 to n=4,B,"The n=2 to n=1 transition has the largest energy difference, so it emits the most energetic photon.",medium
